	AnimalID	Name	DateTime	OutcomeType	AnimalType	SexuponOutcome	AgeuponOutcome	Breed	Color	HasName	TimeofDay	WeekDay	Sex	IsIntact	AgeInYears	Age	IsMixBreed	MixorMultipleorSimple	SimpleBreed	Group	Size	IsMixColor	SimpleColor
5148	A711081	Spanky	2015-09-21 12:41:00	Transfer	Dog	Intact Male	3 years	Boxer Mix	Yellow Brindle	1	midday	0	Male	1.0	3.0	1	1	Mix	Boxer	Working	1	0	Yellow Brindle
5149	A717115	Ronaldo	2015-12-08 18:32:00	Return_to_owner	Dog	Neutered Male	9 months	Pit Bull Mix	Blue/White	1	lateday	1	Male	0.0	0.75	0	1	Mix	Pit Bull	PitBull	1	1	Blue
5150	A689682	Magnus	2014-10-14 18:46:00	Adoption	Dog	Neutered Male	1 year	Dachshund Longhair/Pembroke Welsh Corgi	Red	1	lateday	1	Male	0.0	1.0	0	0	Multiple	Dachshund Longhair	Hound	0	0	Red
5151	A711549	Mya	2015-09-19 17:07:00	Died	Dog	Spayed Female	2 years	Chihuahua Shorthair Mix	Red/White	1	lateday	5	Female	0.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	Red
5152	A684019	Toby	2014-07-22 17:48:00	Return_to_owner	Dog	Neutered Male	4 years	Basset Hound Mix	White/Brown	1	lateday	1	Male	0.0	4.0	1	1	Mix	Basset Hound	Hound	1	1	White
5153	A673329	Nameless	2014-02-26 18:51:00	Adoption	Dog	Spayed Female	2 months	Carolina Dog Mix	Tan/White	0	lateday	2	Female	0.0	0.16666666666666666	0	1	Mix	Carolina Dog	Unknown	1	1	Tan
5154	A713529	Koda	2015-10-12 12:16:00	Transfer	Dog	Intact Male	4 months	Pointer Mix	Black/White	1	midday	0	Male	1.0	0.3333333333333333	0	1	Mix	Pointer	Sporting	1	1	Black
5155	A689175	Daisy	2014-10-12 18:49:00	Adoption	Dog	Spayed Female	3 years	German Shepherd Mix	Tan/Black	1	lateday	6	Female	0.0	3.0	1	1	Mix	German Shepherd	Herding	2	1	Tan
5156	A700658	Nameless	2015-04-22 18:56:00	Adoption	Dog	Spayed Female	1 year	Chihuahua Shorthair Mix	Brown/White	0	lateday	2	Female	0.0	1.0	0	1	Mix	Chihuahua Shorthair	Toy	0	1	Brown
5157	A710375	Lori	2015-08-28 12:32:00	Transfer	Dog	Intact Female	2 years	Pit Bull Mix	Black	1	midday	4	Female	1.0	2.0	1	1	Mix	Pit Bull	PitBull	1	0	Black
5158	A666701	Nameless	2013-11-11 17:39:00	Adoption	Dog	Neutered Male	3 years	Border Collie Mix	Black/White	0	lateday	0	Male	0.0	3.0	1	1	Mix	Border Collie	Herding	1	1	Black
5159	A710941	Nameless	2015-09-03 19:00:00	Adoption	Dog	Spayed Female	2 months	Anatol Shepherd Mix	Tan/Black	0	lateday	3	Female	0.0	0.16666666666666666	0	1	Mix	Anatol Shepherd	Working	2	1	Tan
5160	A687861	Blessing	2015-04-09 15:29:00	Return_to_owner	Dog	Spayed Female	3 years	Shih Tzu	White/Black	1	midday	3	Female	0.0	3.0	1	0	Simple	Shih Tzu	Toy	0	1	White
5161	A714226	Lars	2015-10-26 00:00:00	Transfer	Dog	Intact Male	7 years	Yorkshire Terrier Mix	Black/Brown	1	night	0	Male	1.0	7.0	2	1	Mix	Yorkshire Terrier	Toy	0	1	Black
5162	A710749	Chiko	2015-08-28 17:12:00	Return_to_owner	Dog	Intact Male	5 months	Bull Terrier Miniature	White	1	lateday	4	Male	1.0	0.4166666666666667	0	0	Simple	Bull Terrier Miniature	Terrier	0	0	White
5163	A692339	Canela	2015-03-16 13:58:00	Adoption	Dog	Spayed Female	2 years	Chihuahua Shorthair Mix	Tan	1	midday	0	Female	0.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	0	Tan
5164	A674243	Emily	2014-03-22 15:26:00	Adoption	Dog	Spayed Female	1 year	Queensland Heeler Mix	Tan/White	1	midday	5	Female	0.0	1.0	0	1	Mix	Queensland Heeler	Herding	1	1	Tan
5165	A672756	Tuxedo	2014-04-07 16:27:00	Transfer	Dog	Neutered Male	3 months	Border Collie/Boxer	Black/White	1	lateday	0	Male	0.0	0.25	0	0	Multiple	Border Collie	Herding	1	1	Black
5166	A686173	Nameless	2014-08-20 14:06:00	Transfer	Dog	Intact Female	3 weeks	Australian Kelpie Mix	Black/White	0	midday	2	Female	1.0	0.057692307692307696	0	1	Mix	Australian Kelpie	Working	1	1	Black
5167	A707917	Cassie	2015-07-25 18:17:00	Adoption	Dog	Spayed Female	6 months	Australian Kelpie Mix	Red/White	1	lateday	5	Female	0.0	0.5	0	1	Mix	Australian Kelpie	Working	1	1	Red
5168	A703782	Fritz	2015-06-01 16:59:00	Adoption	Dog	Neutered Male	1 year	Miniature Poodle Mix	Tan	1	lateday	0	Male	0.0	1.0	0	1	Mix	Miniature Poodle	NonSporting	1	0	Tan
5169	A710132	Estrella	2015-08-27 17:02:00	Return_to_owner	Dog	Spayed Female	2 years	Chihuahua Shorthair	Brown	1	lateday	3	Female	0.0	2.0	1	0	Simple	Chihuahua Shorthair	Toy	0	0	Brown
5170	A702580	Baron	2015-06-10 11:33:00	Adoption	Dog	Neutered Male	3 months	Australian Shepherd Mix	Tricolor	1	midday	2	Male	0.0	0.25	0	1	Mix	Australian Shepherd	Herding	1	0	Tricolor
5171	A680314	Lil Sis	2014-08-10 17:54:00	Adoption	Dog	Spayed Female	2 months	Australian Kelpie Mix	Chocolate/Tan	1	lateday	6	Female	0.0	0.16666666666666666	0	1	Mix	Australian Kelpie	Working	1	1	Chocolate
5172	A710337	Dingo Starr	2015-09-02 17:57:00	Adoption	Dog	Neutered Male	2 years	Chihuahua Shorthair Mix	Red	1	lateday	2	Male	0.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	0	Red
5173	A693389	Emmie	2014-12-11 16:38:00	Return_to_owner	Dog	Spayed Female	1 year	Chihuahua Shorthair Mix	Tan	1	lateday	3	Female	0.0	1.0	0	1	Mix	Chihuahua Shorthair	Toy	0	0	Tan
5174	A677296	Salliemae	2014-05-03 14:03:00	Adoption	Dog	Spayed Female	7 years	Rottweiler/Labrador Retriever	Black/Tan	1	midday	5	Female	0.0	7.0	2	0	Multiple	Rottweiler	Working	1	1	Black
5175	A710377	Nameless	2015-08-24 18:56:00	Adoption	Dog	Spayed Female	2 months	Rat Terrier	Tan	0	lateday	0	Female	0.0	0.16666666666666666	0	0	Simple	Rat Terrier	Terrier	0	0	Tan
5176	A673851	Lily	2014-06-26 09:02:00	Euthanasia	Dog	Spayed Female	1 year	Queensland Heeler/Pit Bull	White/Tan	1	morning	3	Female	0.0	1.0	0	0	Multiple	Queensland Heeler	Herding	1	1	White
5177	A660903	Pepper	2014-02-10 18:51:00	Transfer	Dog	Spayed Female	1 year	German Shepherd/Pit Bull	Brown Brindle/White	1	lateday	0	Female	0.0	1.0	0	0	Multiple	German Shepherd	Herding	2	1	Brown Brindle
5178	A704004	Jack	2015-08-14 17:54:00	Adoption	Dog	Neutered Male	9 years	Anatol Shepherd Mix	White/Tan	1	lateday	4	Male	0.0	9.0	2	1	Mix	Anatol Shepherd	Working	2	1	White
5179	A700484	Andy	2015-04-24 17:35:00	Return_to_owner	Dog	Spayed Female	1 year	American Staffordshire Terrier Mix	Tan/Black	1	lateday	4	Female	0.0	1.0	0	1	Mix	American Staffordshire Terrier	Terrier	1	1	Tan
5180	A681968	Christie	2014-08-13 16:07:00	Adoption	Dog	Spayed Female	1 month	Australian Cattle Dog Mix	White/Chocolate	1	lateday	2	Female	0.0	0.08333333333333333	0	1	Mix	Australian Cattle Dog	Herding	1	1	White
5181	A645673	Precious	2014-06-17 11:52:00	Euthanasia	Dog	Intact Female	5 years	Pit Bull Mix	White/Brown	1	midday	1	Female	1.0	5.0	1	1	Mix	Pit Bull	PitBull	1	1	White
5182	A679072	Rudy	2014-05-28 17:55:00	Adoption	Dog	Neutered Male	3 years	Chihuahua Shorthair/Wire Hair Fox Terrier	White/Brown	1	lateday	2	Male	0.0	3.0	1	0	Multiple	Chihuahua Shorthair	Toy	0	1	White
5183	A665440	Manny	2015-10-19 11:45:00	Adoption	Dog	Neutered Male	4 years	Chihuahua Shorthair Mix	Black/Brown	1	midday	0	Male	0.0	4.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	Black
5184	A719090	Izzy	2016-01-20 12:23:00	Transfer	Dog	Spayed Female	12 years	Pit Bull Mix	Black/White	1	midday	2	Female	0.0	12.0	2	1	Mix	Pit Bull	PitBull	1	1	Black
5185	A714587	Jules	2015-11-28 16:51:00	Adoption	Dog	Neutered Male	4 years	Pit Bull Mix	Brown Brindle	1	lateday	5	Male	0.0	4.0	1	1	Mix	Pit Bull	PitBull	1	0	Brown Brindle
5186	A693198	Basil	2014-12-08 18:10:00	Adoption	Dog	Neutered Male	1 year	Pit Bull Mix	Blue/White	1	lateday	0	Male	0.0	1.0	0	1	Mix	Pit Bull	PitBull	1	1	Blue
5187	A711398	River	2015-09-09 14:41:00	Adoption	Dog	Neutered Male	4 years	Australian Cattle Dog Mix	Blue Merle/Tan	1	midday	2	Male	0.0	4.0	1	1	Mix	Australian Cattle Dog	Herding	1	1	Blue Merle
5188	A680999	Nameless	2014-06-16 16:07:00	Transfer	Dog	Spayed Female	3 months	Dachshund	Brown Brindle	0	lateday	0	Female	0.0	0.25	0	0	Simple	Dachshund	Hound	0	0	Brown Brindle
5189	A664904	Ringo	2013-11-01 11:05:00	Adoption	Dog	Neutered Male	6 years	Chow Chow Mix	Red/White	1	midday	4	Male	0.0	6.0	1	1	Mix	Chow Chow	NonSporting	1	1	Red
5190	A667095	Sugar	2013-11-19 14:41:00	Adoption	Dog	Spayed Female	1 year	Miniature Poodle/Maltese	Cream	1	midday	1	Female	0.0	1.0	0	0	Multiple	Miniature Poodle	NonSporting	1	0	Cream
5191	A703974	Chloe	2015-07-03 14:26:00	Adoption	Dog	Spayed Female	1 year	American Bulldog Mix	White/Brown Brindle	1	midday	4	Female	0.0	1.0	0	1	Mix	American Bulldog	NonSporting	1	1	White
5192	A718578	Penny	2016-01-27 10:41:00	Adoption	Dog	Spayed Female	6 years	Standard Poodle	Chocolate	1	morning	2	Female	0.0	6.0	1	0	Simple	Standard Poodle	NonSporting	1	0	Chocolate
5193	A680253	Ryanne	2014-06-04 16:35:00	Transfer	Dog	Intact Female	11 months	Golden Retriever Mix	Red	1	lateday	2	Female	1.0	0.9166666666666666	0	1	Mix	Golden Retriever	Sporting	2	0	Red
5194	A641317	Grace	2013-11-02 16:35:00	Adoption	Dog	Spayed Female	3 years	Collie Smooth/Golden Retriever	Red/White	1	lateday	5	Female	0.0	3.0	1	0	Multiple	Collie Smooth	Herding	2	1	Red
5195	A673618	Gracie	2014-03-14 17:09:00	Adoption	Dog	Spayed Female	10 years	Labrador Retriever Mix	Black	1	lateday	4	Female	0.0	10.0	2	1	Mix	Labrador Retriever	Sporting	1	0	Black
5196	A718985	Nameless	2016-01-15 19:22:00	Adoption	Dog	Neutered Male	3 years	Toy Poodle Mix	Apricot	0	lateday	4	Male	0.0	3.0	1	1	Mix	Toy Poodle	Toy	0	0	Apricot
5197	A671492	Buddy	2014-06-05 13:05:00	Adoption	Dog	Neutered Male	4 years	Border Terrier Mix	Black/White	1	midday	3	Male	0.0	4.0	1	1	Mix	Border Terrier	Terrier	0	1	Black
5198	A679716	Nameless	2014-05-29 18:52:00	Adoption	Dog	Neutered Male	2 months	Boxer/Black Mouth Cur	Tan/White	0	lateday	3	Male	0.0	0.16666666666666666	0	0	Multiple	Boxer	Working	1	1	Tan
5199	A671578	Razor	2014-12-17 18:06:00	Return_to_owner	Dog	Neutered Male	2 years	American Bulldog	Tricolor	1	lateday	2	Male	0.0	2.0	1	0	Simple	American Bulldog	NonSporting	1	0	Tricolor
5200	A680951	Casey	2014-06-12 17:48:00	Return_to_owner	Dog	Neutered Male	7 months	Labrador Retriever Mix	Yellow	1	lateday	3	Male	0.0	0.5833333333333334	0	1	Mix	Labrador Retriever	Sporting	1	0	Yellow
5201	A686582	Socks	2014-08-30 11:46:00	Transfer	Dog	Intact Female	2 years	Pit Bull Mix	Black/White	1	midday	5	Female	1.0	2.0	1	1	Mix	Pit Bull	PitBull	1	1	Black
5202	A694807	Boxer	2015-01-10 12:55:00	Adoption	Dog	Neutered Male	1 year	Boxer	Red/White	1	midday	5	Male	0.0	1.0	0	0	Simple	Boxer	Working	1	1	Red
5203	A657492	Freckles	2015-01-24 12:54:00	Return_to_owner	Dog	Intact Female	4 years	Pit Bull Mix	White/Black	1	midday	5	Female	1.0	4.0	1	1	Mix	Pit Bull	PitBull	1	1	White
5204	A707885	Cody	2015-07-22 15:31:00	Return_to_owner	Dog	Neutered Male	1 year	Jack Russell Terrier Mix	White	1	midday	2	Male	0.0	1.0	0	1	Mix	Jack Russell Terrier	Terrier	0	0	White
5205	A712035	Sissy	2015-09-21 17:57:00	Transfer	Dog	Spayed Female	2 years	Cairn Terrier Mix	Tan/Brown	1	lateday	0	Female	0.0	2.0	1	1	Mix	Cairn Terrier	Terrier	0	1	Tan
5206	A562621	Scooby	2014-08-24 18:46:00	Return_to_owner	Dog	Intact Male	11 years	Dachshund	Brown	1	lateday	6	Male	1.0	11.0	2	0	Simple	Dachshund	Hound	0	0	Brown
5207	A584553	Dorian	2014-02-23 14:13:00	Transfer	Dog	Neutered Male	3 years	American Staffordshire Terrier/Labrador Retriever	Brown/White	1	midday	6	Male	0.0	3.0	1	0	Multiple	American Staffordshire Terrier	Terrier	1	1	Brown
5208	A693653	Chester	2015-01-13 11:27:00	Transfer	Dog	Neutered Male	2 years	Rhod Ridgeback Mix	Brown/White	1	midday	1	Male	0.0	2.0	1	1	Mix	Rhod Ridgeback	Hound	1	1	Brown
5209	A689585	Brownie	2015-03-09 18:32:00	Adoption	Dog	Neutered Male	2 years	American Staffordshire Terrier Mix	Red/White	1	lateday	0	Male	0.0	2.0	1	1	Mix	American Staffordshire Terrier	Terrier	1	1	Red
5210	A712132	Rutter	2015-09-24 12:31:00	Adoption	Dog	Neutered Male	11 months	Boxer Mix	Brown	1	midday	3	Male	0.0	0.9166666666666666	0	1	Mix	Boxer	Working	1	0	Brown
5211	A709249	Nameless	2015-08-10 14:16:00	Transfer	Dog	Spayed Female	4 years	Shih Tzu/Havanese	Cream	0	midday	0	Female	0.0	4.0	1	0	Multiple	Shih Tzu	Toy	0	0	Cream
5212	A707063	Chulo	2015-07-18 16:03:00	Return_to_owner	Dog	Neutered Male	8 years	Chihuahua Shorthair Mix	White/Brown	1	lateday	5	Male	0.0	8.0	2	1	Mix	Chihuahua Shorthair	Toy	0	1	White
5213	A675667	Daisy	2014-04-02 17:56:00	Return_to_owner	Dog	Spayed Female	5 years	Miniature Poodle/Yorkshire Terrier	Black/White	1	lateday	2	Female	0.0	5.0	1	0	Multiple	Miniature Poodle	NonSporting	1	1	Black
5214	A673128	Star	2015-11-04 11:41:00	Return_to_owner	Dog	Spayed Female	2 years	German Shepherd Mix	Black/Tan	1	midday	2	Female	0.0	2.0	1	1	Mix	German Shepherd	Herding	2	1	Black
5215	A687214	Nameless	2014-09-07 17:17:00	Adoption	Dog	Spayed Female	1 year	Pbgv Mix	Black	0	lateday	6	Female	0.0	1.0	0	1	Mix	Pbgv	Hound	0	0	Black
5216	A673363	Nameless	2014-02-24 17:59:00	Adoption	Dog	Neutered Male	2 months	Labrador Retriever/Pit Bull	Tan	0	lateday	0	Male	0.0	0.16666666666666666	0	0	Multiple	Labrador Retriever	Sporting	1	0	Tan
5217	A679596	Sandy	2014-06-02 18:29:00	Return_to_owner	Dog	Spayed Female	3 years	Doberman Pinsch Mix	Liver/Buff	1	lateday	0	Female	0.0	3.0	1	1	Mix	Doberman Pinsch	Working	1	1	Liver
5218	A677190	Whiskey	2014-05-01 13:16:00	Transfer	Dog	Neutered Male	2 years	Wire Hair Fox Terrier	White/Brown	1	midday	3	Male	0.0	2.0	1	0	Simple	Wire Hair Fox Terrier	Terrier	1	1	White
5219	A706598	Mr Eddy	2015-09-19 14:01:00	Adoption	Dog	Neutered Male	10 years	Miniature Poodle/Pomeranian	Black	1	midday	5	Male	0.0	10.0	2	0	Multiple	Miniature Poodle	NonSporting	1	0	Black
5220	A674390	Lover	2015-02-03 16:56:00	Transfer	Dog	Neutered Male	10 years	Labrador Retriever Mix	Brown	1	lateday	1	Male	0.0	10.0	2	1	Mix	Labrador Retriever	Sporting	1	0	Brown
5221	A706994	Declan	2015-07-16 17:02:00	Transfer	Dog	Neutered Male	1 year	Dachshund Mix	Brown	1	lateday	3	Male	0.0	1.0	0	1	Mix	Dachshund	Hound	0	0	Brown
5222	A710956	Stewie	2015-10-05 18:38:00	Adoption	Dog	Neutered Male	5 years	Australian Cattle Dog Mix	White/Brown Brindle	1	lateday	0	Male	0.0	5.0	1	1	Mix	Australian Cattle Dog	Herding	1	1	White
5223	A712055	Kimmy	2015-10-23 17:21:00	Adoption	Dog	Spayed Female	2 years	Labrador Retriever Mix	Black/White	1	lateday	4	Female	0.0	2.0	1	1	Mix	Labrador Retriever	Sporting	1	1	Black
5224	A711776	Pee Wee	2015-09-12 17:31:00	Return_to_owner	Dog	Neutered Male	2 years	Chihuahua Shorthair Mix	Brown/White	1	lateday	5	Male	0.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	Brown
5225	A665569	Tiki	2013-10-27 16:28:00	Transfer	Dog	Intact Female	4 months	Chihuahua Shorthair Mix	Buff/Black	1	lateday	6	Female	1.0	0.3333333333333333	0	1	Mix	Chihuahua Shorthair	Toy	0	1	Buff
5226	A692408	Storm	2014-11-20 14:36:00	Euthanasia	Dog	Spayed Female	5 years	Pit Bull Mix	Blue/White	1	midday	3	Female	0.0	5.0	1	1	Mix	Pit Bull	PitBull	1	1	Blue
5227	A695042	Spike	2015-01-18 12:35:00	Return_to_owner	Dog	Neutered Male	6 years	Pit Bull Mix	Brown Brindle/White	1	midday	6	Male	0.0	6.0	1	1	Mix	Pit Bull	PitBull	1	1	Brown Brindle
5228	A687915	Sammy	2014-10-01 18:47:00	Transfer	Dog	Neutered Male	1 year	Flat Coat Retriever Mix	Black	1	lateday	2	Male	0.0	1.0	0	1	Mix	Flat Coat Retriever	Sporting	1	0	Black
5229	A676175	Magnus	2014-04-13 11:23:00	Return_to_owner	Dog	Neutered Male	4 years	Labrador Retriever Mix	Tan	1	midday	6	Male	0.0	4.0	1	1	Mix	Labrador Retriever	Sporting	1	0	Tan
5230	A670116	Gracie Bear	2014-01-06 13:02:00	Adoption	Dog	Spayed Female	3 years	Weimaraner	Silver	1	midday	0	Female	0.0	3.0	1	0	Simple	Weimaraner	Sporting	1	0	Silver
5231	A713191	Chiquita	2015-10-07 18:40:00	Adoption	Dog	Spayed Female	5 months	Chihuahua Shorthair Mix	Black	1	lateday	2	Female	0.0	0.4166666666666667	0	1	Mix	Chihuahua Shorthair	Toy	0	0	Black
5232	A719137	Nameless	2016-02-09 14:47:00	Adoption	Dog	Neutered Male	2 months	Miniature Schnauzer Mix	White/Black	0	midday	1	Male	0.0	0.16666666666666666	0	1	Mix	Miniature Schnauzer	Terrier	0	1	White
5233	A711519	Nameless	2015-09-14 13:44:00	Transfer	Dog	Intact Male	2 years	Jack Russell Terrier Mix	Tricolor	0	midday	0	Male	1.0	2.0	1	1	Mix	Jack Russell Terrier	Terrier	0	0	Tricolor
5234	A677456	Roscoe	2014-06-08 14:00:00	Adoption	Dog	Spayed Female	11 months	Bullmastiff Mix	Black Brindle	1	midday	6	Female	0.0	0.9166666666666666	0	1	Mix	Bullmastiff	Working	2	0	Black Brindle
5235	A707921	Boogie	2015-07-21 15:01:00	Return_to_owner	Dog	Intact Male	3 years	Pit Bull Mix	Red/White	1	midday	1	Male	1.0	3.0	1	1	Mix	Pit Bull	PitBull	1	1	Red
5236	A671872	Hera	2014-05-09 16:39:00	Transfer	Dog	Spayed Female	6 years	Pit Bull Mix	Black/White	1	lateday	4	Female	0.0	6.0	1	1	Mix	Pit Bull	PitBull	1	1	Black
5237	A667596	Snickers	2014-02-15 14:39:00	Adoption	Dog	Spayed Female	1 year	Pit Bull Mix	Brown/White	1	midday	5	Female	0.0	1.0	0	1	Mix	Pit Bull	PitBull	1	1	Brown
5238	A689321	Zeus	2014-10-12 12:17:00	Return_to_owner	Dog	Intact Male	1 year	Pit Bull Mix	Tan/White	1	midday	6	Male	1.0	1.0	0	1	Mix	Pit Bull	PitBull	1	1	Tan
5239	A693534	Jax	2014-12-11 18:18:00	Adoption	Dog	Neutered Male	1 month	German Shepherd Mix	Black/Tan	1	lateday	3	Male	0.0	0.08333333333333333	0	1	Mix	German Shepherd	Herding	2	1	Black
5240	A674371	Aspen	2014-03-27 16:13:00	Adoption	Dog	Neutered Male	2 years	Miniature Schnauzer Mix	Gray/White	1	lateday	3	Male	0.0	2.0	1	1	Mix	Miniature Schnauzer	Terrier	0	1	Gray
5241	A679894	Nameless	2014-06-03 12:23:00	Transfer	Dog	Spayed Female	3 months	Pointer Mix	Brown/White	0	midday	1	Female	0.0	0.25	0	1	Mix	Pointer	Sporting	1	1	Brown
5242	A720439	Juniper	2016-02-16 00:00:00	Transfer	Dog	Spayed Female	3 years	Border Collie Mix	Black/White	1	night	1	Female	0.0	3.0	1	1	Mix	Border Collie	Herding	1	1	Black
5243	A664149	Pip	2013-10-11 11:57:00	Transfer	Dog	Neutered Male	1 year	Chihuahua Shorthair Mix	Tricolor	1	midday	4	Male	0.0	1.0	0	1	Mix	Chihuahua Shorthair	Toy	0	0	Tricolor
5244	A720046	Lucy	2016-02-11 14:56:00	Return_to_owner	Dog	Spayed Female	3 years	Labrador Retriever Mix	Chocolate/White	1	midday	3	Female	0.0	3.0	1	1	Mix	Labrador Retriever	Sporting	1	1	Chocolate
5245	A695942	Austin	2015-02-01 17:55:00	Adoption	Dog	Neutered Male	4 years	Chihuahua Shorthair Mix	Buff	1	lateday	6	Male	0.0	4.0	1	1	Mix	Chihuahua Shorthair	Toy	0	0	Buff
5246	A620599	Starr	2013-11-30 18:21:00	Adoption	Dog	Spayed Female	3 years	German Shepherd	Tan/Black	1	lateday	5	Female	0.0	3.0	1	0	Simple	German Shepherd	Herding	2	1	Tan
5247	A309829	Petey	2014-11-12 15:34:00	Return_to_owner	Dog	Intact Male	13 years	Dachshund	Brown	1	midday	2	Male	1.0	13.0	2	0	Simple	Dachshund	Hound	0	0	Brown
5248	A674490	Princess	2014-06-26 14:08:00	Euthanasia	Dog	Spayed Female	11 months	Pit Bull Mix	Brown/White	1	midday	3	Female	0.0	0.9166666666666666	0	1	Mix	Pit Bull	PitBull	1	1	Brown
5249	A666883	Amaranth	2013-11-19 11:06:00	Return_to_owner	Dog	Spayed Female	2 years	Shiba Inu Mix	Red	1	midday	1	Female	0.0	2.0	1	1	Mix	Shiba Inu	NonSporting	1	0	Red
5250	A669537	Layla	2013-12-24 15:23:00	Adoption	Dog	Spayed Female	2 years	Anatol Shepherd Mix	Tan/Black	1	midday	1	Female	0.0	2.0	1	1	Mix	Anatol Shepherd	Working	2	1	Tan
5251	A636828	Boss	2013-10-10 11:05:00	Euthanasia	Dog	Intact Male	2 years	Pit Bull Mix	Blue/White	1	midday	3	Male	1.0	2.0	1	1	Mix	Pit Bull	PitBull	1	1	Blue
5252	A679668	Mickey	2014-12-26 18:06:00	Return_to_owner	Dog	Neutered Male	1 year	Pit Bull/German Shepherd	Brown/White	1	lateday	4	Male	0.0	1.0	0	0	Multiple	Pit Bull	PitBull	1	1	Brown
5253	A689842	Indigo	2014-10-20 18:07:00	Adoption	Dog	Spayed Female	3 months	Australian Cattle Dog Mix	Blue Merle	1	lateday	0	Female	0.0	0.25	0	1	Mix	Australian Cattle Dog	Herding	1	0	Blue Merle
5254	A692477	Dobie	2014-11-21 17:29:00	Adoption	Dog	Neutered Male	9 years	Dachshund Mix	Tricolor/Tan	1	lateday	4	Male	0.0	9.0	2	1	Mix	Dachshund	Hound	0	1	Tricolor
5255	A675129	Nameless	2014-03-27 17:09:00	Transfer	Dog	Spayed Female	2 years	Boxer Mix	White/Tricolor	0	lateday	3	Female	0.0	2.0	1	1	Mix	Boxer	Working	1	1	White
5256	A678562	Lucille Ball	2014-05-10 13:54:00	Return_to_owner	Dog	Intact Female	3 years	Pit Bull Mix	White/Brown	1	midday	5	Female	1.0	3.0	1	1	Mix	Pit Bull	PitBull	1	1	White
5257	A664115	Hey Boy	2013-10-03 14:17:00	Return_to_owner	Dog	Intact Male	12 years	Pug/Labrador Retriever	Brown	1	midday	3	Male	1.0	12.0	2	0	Multiple	Pug	Toy	0	0	Brown
5258	A706159	Junebug	2015-07-31 14:01:00	Adoption	Dog	Intact Female	1 year	Border Collie/Whippet	Black/White	1	midday	4	Female	1.0	1.0	0	0	Multiple	Border Collie	Herding	1	1	Black
5259	A673391	Nameless	2014-02-24 15:56:00	Euthanasia	Dog	Intact Male	13 years	Chow Chow/Golden Retriever	Red	0	midday	0	Male	1.0	13.0	2	0	Multiple	Chow Chow	NonSporting	1	0	Red
5260	A672121	Moe	2014-03-17 18:08:00	Transfer	Dog	Neutered Male	2 years	Pit Bull/Australian Cattle Dog	White/Blue	1	lateday	0	Male	0.0	2.0	1	0	Multiple	Pit Bull	PitBull	1	1	White
5261	A718439	Molly	2016-01-18 18:35:00	Adoption	Dog	Spayed Female	1 year	Labrador Retriever/Pit Bull	Black/White	1	lateday	0	Female	0.0	1.0	0	0	Multiple	Labrador Retriever	Sporting	1	1	Black
5262	A551642	Bowie	2014-08-21 15:46:00	Return_to_owner	Dog	Spayed Female	5 years	Basset Hound Mix	White/Brown	1	midday	3	Female	0.0	5.0	1	1	Mix	Basset Hound	Hound	1	1	White
5263	A694142	Trevor	2015-01-04 18:14:00	Transfer	Dog	Neutered Male	2 years	Pit Bull Mix	Tan/White	1	lateday	6	Male	0.0	2.0	1	1	Mix	Pit Bull	PitBull	1	1	Tan
5264	A677029	Nameless	2014-04-22 19:12:00	Adoption	Dog	Neutered Male	3 years	Dachshund Mix	Blue Merle	0	lateday	1	Male	0.0	3.0	1	1	Mix	Dachshund	Hound	0	0	Blue Merle
5265	A687795	K.J.	2014-09-13 16:32:00	Adoption	Dog	Neutered Male	2 years	Dachshund/Chihuahua Shorthair	White/Tan	1	lateday	5	Male	0.0	2.0	1	0	Multiple	Dachshund	Hound	0	1	White
5266	A677375	Lola	2014-05-01 14:28:00	Return_to_owner	Dog	Spayed Female	4 years	Chihuahua Shorthair Mix	White	1	midday	3	Female	0.0	4.0	1	1	Mix	Chihuahua Shorthair	Toy	0	0	White
5267	A691922	Nameless	2014-11-16 17:29:00	Transfer	Dog	Neutered Male	8 years	Pomeranian Mix	Tan/White	0	lateday	6	Male	0.0	8.0	2	1	Mix	Pomeranian	Toy	0	1	Tan
5268	A690852	Brownie	2014-10-27 14:04:00	Transfer	Dog	Intact Male	1 month	Irish Setter/Pit Bull	Brown/Black	1	midday	0	Male	1.0	0.08333333333333333	0	0	Multiple	Irish Setter	Sporting	2	1	Brown
5269	A705589	Leo	2015-06-20 18:48:00	Return_to_owner	Dog	Neutered Male	1 year	Pit Bull Mix	Blue/White	1	lateday	5	Male	0.0	1.0	0	1	Mix	Pit Bull	PitBull	1	1	Blue
5270	A715478	Nameless	2015-11-09 17:53:00	Adoption	Dog	Neutered Male	2 months	Australian Cattle Dog Mix	White/Brown	0	lateday	0	Male	0.0	0.16666666666666666	0	1	Mix	Australian Cattle Dog	Herding	1	1	White
5271	A703116	Wesley	2015-05-24 17:20:00	Adoption	Dog	Neutered Male	2 years	Jack Russell Terrier/Basset Hound	White/Orange	1	lateday	6	Male	0.0	2.0	1	0	Multiple	Jack Russell Terrier	Terrier	0	1	White
