"","OutcomeType","HasName","TimeofDay","WeekDay","Sex","IsIntact","AgeinYears","Age","IsMixBreed","MixorMultipleorSimple","Group","Size","IsMixColor"
"4220","Return_to_owner",1,"midday","Monday","Female",0,4,1,1,"Mix","Toy",0,1
"4221","Euthanasia",0,"midday","Friday","Female",1,1,0,1,"Mix","Toy",0,1
"4222","Adoption",0,"midday","Saturday","Female",0,0,0,1,"Mix","Toy",0,1
"4223","Adoption",1,"lateday","Saturday","Male",0,6,1,1,"Mix","Toy",0,1
"4224","Return_to_owner",1,"midday","Friday","Male",1,3,1,1,"Mix","Toy",0,1
"4225","Transfer",0,"midday","Wednesday","Male",1,2,1,1,"Mix","Toy",0,0
"4226","Adoption",1,"midday","Friday","Female",0,8,2,1,"Mix","Toy",0,0
"4227","Adoption",1,"lateday","Monday","Male",0,0,0,0,"Multiple","Toy",0,0
"4228","Transfer",0,"lateday","Wednesday","Female",1,0,0,1,"Mix","Toy",0,0
"4229","Return_to_owner",1,"midday","Monday","Male",0,8,2,0,"Simple","Toy",0,0
"4230","Transfer",1,"midday","Thursday","Female",1,1,0,1,"Mix","Toy",0,1
"4231","Euthanasia",0,"midday","Wednesday","Male",1,2,1,1,"Mix","Toy",0,1
"4232","Transfer",1,"lateday","Monday","Male",0,2,1,1,"Mix","Toy",0,1
"4233","Return_to_owner",1,"midday","Thursday","Female",1,14,2,0,"Simple","Toy",0,1
"4234","Return_to_owner",0,"midday","Friday","Female",1,0,0,1,"Mix","Toy",0,0
"4235","Return_to_owner",1,"midday","Friday","Male",0,5,1,1,"Mix","Toy",0,0
"4236","Transfer",0,"midday","Tuesday","Female",1,0,0,0,"Simple","Toy",0,1
"4237","Transfer",1,"midday","Friday","Female",1,2,1,1,"Mix","Toy",0,1
"4238","Adoption",0,"lateday","Wednesday","Male",0,9,2,1,"Mix","Toy",0,0
"4239","Transfer",1,"midday","Friday","Male",0,2,1,1,"Mix","Toy",0,1
"4240","Return_to_owner",1,"midday","Wednesday","Male",0,7,2,1,"Mix","Toy",0,1
"4241","Return_to_owner",1,"midday","Thursday","Female",0,1,0,1,"Mix","Toy",0,0
"4242","Transfer",1,"midday","Sunday","Male",1,2,1,0,"Multiple","Toy",0,1
"4243","Adoption",1,"lateday","Saturday","Male",0,2,1,1,"Mix","Toy",0,1
"4244","Adoption",0,"lateday","Monday","Male",0,0,0,0,"Multiple","Toy",0,1
"4245","Euthanasia",0,"lateday","Friday","Male",1,2,1,1,"Mix","Toy",0,0
"4246","Adoption",1,"lateday","Monday","Male",0,1,0,1,"Mix","Toy",0,1
"4247","Adoption",1,"lateday","Friday","Female",0,0,0,1,"Mix","Toy",0,1
"4248","Transfer",1,"midday","Monday","Male",1,1,0,1,"Mix","Toy",0,0
"4249","Transfer",1,"lateday","Tuesday","Male",1,0,0,1,"Mix","Toy",0,1
"4250","Adoption",1,"midday","Friday","Female",0,1,0,0,"Multiple","Toy",0,0
"4251","Transfer",1,"lateday","Sunday","Male",0,1,0,0,"Multiple","Toy",0,1
"4252","Adoption",1,"lateday","Sunday","Female",0,1,0,1,"Mix","Toy",0,1
"4253","Adoption",1,"lateday","Friday","Male",0,1,0,0,"Multiple","Toy",0,0
"4254","Transfer",1,"midday","Saturday","Female",0,1,0,1,"Mix","Toy",0,0
"4255","Transfer",1,"midday","Saturday","Male",0,1,0,1,"Mix","Toy",0,1
"4256","Adoption",1,"lateday","Saturday","Female",0,1,0,1,"Mix","Toy",0,0
"4258","Adoption",1,"morning","Wednesday","Female",0,0,0,0,"Multiple","Toy",0,0
"4259","Adoption",1,"lateday","Sunday","Female",0,0,0,0,"Multiple","Toy",0,1
"4260","Adoption",0,"lateday","Wednesday","Male",0,1,0,1,"Mix","Toy",0,1
"4261","Return_to_owner",1,"lateday","Saturday","Female",0,11,2,1,"Mix","Toy",0,0
"4262","Adoption",1,"midday","Friday","Female",0,1,0,0,"Multiple","Toy",0,1
"4263","Transfer",0,"midday","Saturday","Female",1,0,0,1,"Mix","Toy",0,1
"4264","Transfer",1,"midday","Monday","Male",0,2,1,1,"Mix","Toy",0,1
"4265","Adoption",1,"lateday","Saturday","Male",0,3,1,1,"Mix","Toy",0,0
"4266","Return_to_owner",1,"lateday","Thursday","Male",0,6,1,1,"Mix","Toy",0,0
"4267","Adoption",1,"midday","Friday","Male",0,2,1,0,"Multiple","Toy",0,1
"4268","Adoption",1,"lateday","Tuesday","Female",0,2,1,1,"Mix","Toy",0,1
"4269","Transfer",1,"midday","Thursday","Male",0,1,0,1,"Mix","Toy",0,0
"4270","Return_to_owner",1,"midday","Friday","Male",0,1,0,1,"Mix","Toy",0,0
"4271","Return_to_owner",1,"lateday","Tuesday","Male",0,1,0,1,"Mix","Toy",0,1
"4272","Transfer",1,"midday","Saturday","Female",1,1,0,1,"Mix","Toy",0,1
"4273","Euthanasia",1,"midday","Saturday","Female",1,14,2,1,"Mix","Toy",0,1
"4274","Adoption",1,"lateday","Thursday","Female",0,2,1,0,"Multiple","Toy",0,0
"4275","Euthanasia",0,"lateday","Wednesday","Male",1,13,2,1,"Mix","Toy",0,0
"4276","Transfer",0,"lateday","Friday","Male",1,1,0,1,"Mix","Toy",0,0
"4277","Adoption",1,"lateday","Monday","Male",0,1,0,1,"Mix","Toy",0,0
"4278","Adoption",1,"lateday","Monday","Male",0,2,1,1,"Mix","Toy",0,0
"4279","Transfer",1,"midday","Wednesday","Male",0,1,0,1,"Mix","Toy",0,0
"4280","Adoption",1,"midday","Saturday","Male",1,16,2,1,"Mix","Toy",0,0
"4281","Adoption",0,"lateday","Tuesday","Female",0,1,0,0,"Multiple","Toy",0,1
"4282","Adoption",0,"lateday","Tuesday","Male",0,1,0,1,"Mix","Toy",0,1
"4283","Adoption",1,"lateday","Saturday","Female",0,6,1,1,"Mix","Toy",0,1
"4284","Return_to_owner",1,"lateday","Monday","Female",0,6,1,1,"Mix","Toy",0,1
"4285","Return_to_owner",1,"lateday","Tuesday","Female",0,4,1,1,"Mix","Toy",0,1
"4286","Died",0,"midday","Saturday","Female",1,0,0,1,"Mix","Toy",0,1
"4287","Transfer",1,"night","Tuesday","Male",1,1,0,1,"Mix","Toy",0,1
"4288","Transfer",1,"midday","Friday","Male",0,3,1,1,"Mix","Toy",0,0
"4289","Transfer",1,"midday","Wednesday","Male",0,0,0,1,"Mix","Toy",0,1
"4290","Adoption",0,"lateday","Thursday","Male",0,2,1,1,"Mix","Toy",0,1
"4291","Euthanasia",0,"midday","Sunday","Female",1,10,2,1,"Mix","Toy",0,1
"4292","Return_to_owner",1,"lateday","Monday","Male",0,2,1,1,"Mix","Toy",0,1
"4293","Adoption",0,"lateday","Monday","Male",0,1,0,1,"Mix","Toy",0,0
"4294","Return_to_owner",1,"lateday","Wednesday","Female",0,2,1,1,"Mix","Toy",0,0
"4295","Transfer",0,"midday","Tuesday","Male",0,1,0,1,"Mix","Toy",0,1
"4296","Return_to_owner",1,"midday","Sunday","Female",1,13,2,1,"Mix","Toy",0,1
"4297","Adoption",1,"midday","Thursday","Male",0,3,1,1,"Mix","Toy",0,1
"4298","Transfer",1,"midday","Thursday","Female",1,0,0,1,"Mix","Toy",0,1
"4299","Adoption",1,"lateday","Saturday","Female",0,7,2,1,"Mix","Toy",0,1
"4300","Return_to_owner",1,"midday","Tuesday","Female",0,2,1,1,"Mix","Toy",0,1
"4301","Euthanasia",1,"lateday","Saturday","Male",0,4,1,1,"Mix","Toy",0,1
"4302","Return_to_owner",1,"midday","Monday","Male",0,2,1,1,"Mix","Toy",0,1
"4303","Adoption",0,"lateday","Thursday","Female",0,0,0,0,"Multiple","Toy",0,1
"4304","Adoption",1,"lateday","Tuesday","Female",0,1,0,1,"Mix","Toy",0,1
"4305","Transfer",1,"midday","Friday","Male",0,1,0,0,"Multiple","Toy",0,1
"4306","Return_to_owner",1,"midday","Monday","Female",0,1,0,1,"Mix","Toy",0,1
"4307","Transfer",1,"midday","Monday","Male",1,1,0,1,"Mix","Toy",0,1
"4308","Transfer",0,"lateday","Tuesday","Female",1,10,2,1,"Mix","Toy",0,1
"4309","Return_to_owner",1,"lateday","Friday","Male",0,2,1,1,"Mix","Toy",0,0
"4310","Transfer",1,"lateday","Thursday","Male",0,4,1,1,"Mix","Toy",0,1
"4311","Transfer",1,"lateday","Saturday","Female",1,5,1,1,"Mix","Toy",0,0
"4312","Adoption",1,"midday","Saturday","Female",0,0,0,1,"Mix","Toy",0,1
"4313","Return_to_owner",1,"lateday","Wednesday","Male",0,4,1,1,"Mix","Toy",0,0
"4314","Adoption",1,"lateday","Sunday","Female",0,2,1,0,"Multiple","Toy",0,0
"4315","Adoption",1,"lateday","Saturday","Female",0,1,0,1,"Mix","Toy",0,1
"4316","Adoption",1,"lateday","Sunday","Female",0,2,1,1,"Mix","Toy",0,0
"4317","Return_to_owner",1,"midday","Sunday","Female",0,14,2,1,"Mix","Toy",0,1
"4318","Return_to_owner",1,"lateday","Saturday","Male",0,8,2,1,"Mix","Toy",0,0
"4319","Adoption",1,"lateday","Monday","Female",0,2,1,1,"Mix","Toy",0,1
"4320","Transfer",0,"midday","Sunday","Female",1,0,0,1,"Mix","Toy",0,0
"4321","Transfer",0,"lateday","Tuesday","Female",1,3,1,1,"Mix","Toy",0,0
"4322","Adoption",1,"midday","Wednesday","Female",0,4,1,1,"Mix","Toy",0,1
"4323","Transfer",1,"midday","Tuesday","Female",1,1,0,0,"Multiple","Toy",0,1
"4324","Adoption",1,"lateday","Saturday","Female",0,1,0,1,"Mix","Toy",0,1
"4325","Adoption",1,"midday","Thursday","Female",0,2,1,1,"Mix","Toy",0,1
"4326","Adoption",1,"lateday","Sunday","Male",0,0,0,1,"Mix","Toy",0,1
"4327","Transfer",0,"midday","Monday","Female",0,1,0,1,"Mix","Toy",0,0
"4328","Adoption",0,"lateday","Wednesday","Female",0,0,0,1,"Mix","Toy",0,1
"4329","Transfer",1,"midday","Wednesday","Female",1,8,2,1,"Mix","Toy",0,1
"4330","Adoption",0,"lateday","Sunday","Female",0,1,0,1,"Mix","Toy",0,1
"4331","Transfer",1,"lateday","Monday","Male",0,2,1,1,"Mix","Toy",0,0
"4332","Adoption",1,"lateday","Wednesday","Female",0,6,1,1,"Mix","Toy",0,0
"4333","Return_to_owner",1,"midday","Sunday","Male",0,4,1,1,"Mix","Toy",0,1
"4334","Return_to_owner",1,"midday","Thursday","Male",0,10,2,1,"Mix","Toy",0,0
"4335","Return_to_owner",1,"midday","Saturday","Male",0,2,1,1,"Mix","Toy",0,1
"4336","Adoption",1,"lateday","Wednesday","Male",0,0,0,0,"Multiple","Toy",0,0
"4337","Transfer",1,"midday","Wednesday","Male",0,0,0,1,"Mix","Toy",0,0
"4338","Transfer",1,"midday","Wednesday","Female",0,8,2,1,"Mix","Toy",0,0
"4339","Transfer",1,"midday","Saturday","Female",0,1,0,0,"Simple","Toy",0,0
"4340","Adoption",1,"lateday","Thursday","Male",0,2,1,1,"Mix","Toy",0,1
"4341","Adoption",1,"midday","Friday","Male",0,0,0,1,"Mix","Toy",0,1
"4342","Return_to_owner",1,"lateday","Tuesday","Male",0,4,1,1,"Mix","Toy",0,1
"4343","Return_to_owner",1,"midday","Monday","Male",1,6,1,1,"Mix","Toy",0,1
"4344","Adoption",1,"lateday","Thursday","Female",0,0,0,1,"Mix","Toy",0,1
"4345","Adoption",1,"midday","Thursday","Male",0,2,1,1,"Mix","Toy",0,0
"4346","Transfer",1,"midday","Thursday","Male",0,3,1,0,"Simple","Toy",0,0
"4347","Return_to_owner",1,"lateday","Wednesday","Female",0,2,1,1,"Mix","Toy",0,1
"4348","Transfer",0,"midday","Tuesday","Male",1,0,0,1,"Mix","Toy",0,1
"4349","Return_to_owner",1,"lateday","Tuesday","Male",0,2,1,1,"Mix","Toy",0,0
"4350","Transfer",0,"night","Thursday","Female",1,1,0,1,"Mix","Toy",0,1
"4351","Transfer",1,"lateday","Tuesday","Female",1,1,0,1,"Mix","Toy",0,1
"4352","Return_to_owner",1,"midday","Friday","Female",0,8,2,1,"Mix","Toy",0,1
"4353","Return_to_owner",1,"lateday","Wednesday","Male",0,14,2,1,"Mix","Toy",0,0
"4354","Transfer",0,"lateday","Thursday","Male",1,0,0,1,"Mix","Toy",0,0
"4355","Adoption",1,"lateday","Sunday","Female",0,2,1,1,"Mix","Toy",0,1
"4356","Adoption",1,"night","Sunday","Male",0,1,0,1,"Mix","Toy",0,1
"4357","Transfer",1,"midday","Wednesday","Female",0,2,1,1,"Mix","Toy",0,0
"4358","Adoption",1,"lateday","Saturday","Female",0,2,1,1,"Mix","Toy",0,0
"4359","Return_to_owner",1,"midday","Monday","Male",1,12,2,1,"Mix","Toy",0,0
"4360","Transfer",1,"midday","Sunday","Female",0,6,1,1,"Mix","Toy",0,1
"4361","Return_to_owner",1,"lateday","Tuesday","Male",1,6,1,1,"Mix","Toy",0,1
"4362","Transfer",0,"lateday","Friday","Male",1,2,1,1,"Mix","Toy",0,1
"4363","Adoption",1,"midday","Wednesday","Male",0,0,0,1,"Mix","Toy",0,1
"4364","Transfer",1,"midday","Monday","Male",0,11,2,1,"Mix","Toy",0,0
"4365","Return_to_owner",1,"lateday","Monday","Female",0,9,2,0,"Simple","Toy",0,0
"4366","Return_to_owner",1,"lateday","Wednesday","Male",0,1,0,1,"Mix","Toy",0,0
"4367","Adoption",1,"lateday","Friday","Male",0,0,0,0,"Multiple","Toy",0,1
"4368","Adoption",1,"lateday","Friday","Male",0,2,1,1,"Mix","Toy",0,1
"4369","Adoption",1,"lateday","Thursday","Male",0,4,1,1,"Mix","Toy",0,1
"4370","Transfer",0,"midday","Wednesday","Female",1,0,0,0,"Simple","Toy",0,1
"4371","Euthanasia",1,"midday","Thursday","Male",1,7,2,1,"Mix","Toy",0,1
"4372","Return_to_owner",1,"lateday","Tuesday","Male",0,3,1,1,"Mix","Toy",0,0
"4373","Adoption",1,"midday","Saturday","Male",0,2,1,0,"Multiple","Toy",0,1
"4374","Adoption",0,"lateday","Saturday","Male",0,1,0,1,"Mix","Toy",0,0
"4375","Transfer",0,"lateday","Sunday","Male",1,4,1,1,"Mix","Toy",0,0
"4376","Transfer",0,"midday","Friday","Male",1,4,1,1,"Mix","Toy",0,0
"4377","Transfer",1,"lateday","Thursday","Female",0,1,0,1,"Mix","Toy",0,0
"4378","Adoption",1,"lateday","Thursday","Female",0,2,1,1,"Mix","Toy",0,0
"4379","Adoption",1,"lateday","Monday","Male",0,3,1,1,"Mix","Toy",0,1
"4380","Transfer",1,"midday","Thursday","Male",0,7,2,1,"Mix","Toy",0,1
"4381","Adoption",1,"lateday","Saturday","Female",0,3,1,0,"Multiple","Toy",0,1
"4382","Return_to_owner",1,"lateday","Sunday","Male",1,2,1,1,"Mix","Toy",0,1
"4383","Return_to_owner",1,"morning","Sunday","Female",1,5,1,1,"Mix","Toy",0,1
"4384","Return_to_owner",1,"lateday","Thursday","Male",0,1,0,1,"Mix","Toy",0,1
"4385","Adoption",1,"midday","Sunday","Male",0,4,1,1,"Mix","Toy",0,1
"4386","Transfer",0,"lateday","Thursday","Male",0,9,2,1,"Mix","Toy",0,1
"4387","Transfer",1,"midday","Friday","Male",0,1,0,1,"Mix","Toy",0,0
"4388","Adoption",1,"midday","Thursday","Male",0,7,2,1,"Mix","Toy",0,0
"4389","Adoption",0,"lateday","Thursday","Female",0,0,0,1,"Mix","Toy",0,1
"4390","Transfer",1,"midday","Monday","Male",0,1,0,0,"Multiple","Toy",0,0
"4391","Transfer",1,"lateday","Sunday","Male",1,1,0,0,"Multiple","Toy",0,0
"4392","Transfer",1,"midday","Saturday","Female",1,1,0,1,"Mix","Toy",0,1
"4393","Died",1,"lateday","Tuesday","Female",0,5,1,1,"Mix","Toy",0,1
"4394","Adoption",0,"midday","Thursday","Male",0,0,0,1,"Mix","Toy",0,0
"4395","Transfer",1,"midday","Thursday","Male",0,2,1,1,"Mix","Toy",0,1
"4396","Adoption",0,"lateday","Tuesday","Male",0,2,1,1,"Mix","Toy",0,1
"4397","Euthanasia",0,"midday","Monday","Male",1,2,1,1,"Mix","Toy",0,0
"4398","Return_to_owner",1,"midday","Friday","Female",1,0,0,1,"Mix","Toy",0,0
"4399","Transfer",1,"lateday","Sunday","Female",0,8,2,1,"Mix","Toy",0,0
"4400","Transfer",0,"night","Saturday","Female",1,6,1,1,"Mix","Toy",0,0
"4401","Adoption",1,"lateday","Wednesday","Male",0,1,0,0,"Multiple","Toy",0,1
"4402","Return_to_owner",1,"midday","Monday","Male",0,1,0,1,"Mix","Toy",0,0
"4403","Return_to_owner",1,"lateday","Thursday","Male",0,0,0,1,"Mix","Toy",0,1
"4404","Return_to_owner",1,"midday","Wednesday","Female",0,2,1,0,"Multiple","Toy",0,1
"4405","Adoption",1,"midday","Thursday","Male",0,2,1,1,"Mix","Toy",0,0
"4406","Adoption",1,"morning","Tuesday","Male",0,5,1,1,"Mix","Toy",0,0
"4407","Adoption",1,"lateday","Tuesday","Male",0,5,1,1,"Mix","Toy",0,1
"4408","Adoption",1,"lateday","Monday","Male",0,1,0,1,"Mix","Toy",0,0
"4409","Transfer",0,"midday","Thursday","Male",0,1,0,1,"Mix","Toy",0,0
"4410","Adoption",1,"lateday","Monday","Male",0,1,0,1,"Mix","Toy",0,1
"4411","Adoption",1,"midday","Thursday","Female",0,1,0,1,"Mix","Toy",0,1
"4412","Adoption",1,"lateday","Sunday","Female",0,1,0,1,"Mix","Toy",0,0
"4413","Transfer",0,"midday","Saturday","Male",1,0,0,1,"Mix","Toy",0,0
"4414","Adoption",1,"midday","Saturday","Female",0,4,1,1,"Mix","Toy",0,1
"4415","Euthanasia",1,"lateday","Thursday","Male",1,3,1,0,"Simple","Toy",0,0
"4416","Adoption",1,"midday","Monday","Male",0,1,0,1,"Mix","Toy",0,1
"4417","Adoption",0,"midday","Sunday","Female",0,2,1,1,"Mix","Toy",0,1
"4418","Adoption",1,"midday","Tuesday","Female",0,12,2,0,"Simple","Toy",0,1
"4419","Adoption",0,"lateday","Tuesday","Male",0,0,0,0,"Multiple","Toy",0,1
"4420","Return_to_owner",1,"midday","Thursday","Male",0,3,1,1,"Mix","Toy",0,1
"4421","Euthanasia",0,"morning","Thursday","Male",1,2,1,1,"Mix","Toy",0,1
"4422","Transfer",1,"midday","Thursday","Male",0,2,1,1,"Mix","Toy",0,0
"4423","Transfer",0,"lateday","Friday","Female",1,1,0,1,"Mix","Toy",0,1
"4424","Transfer",0,"lateday","Friday","Female",1,2,1,1,"Mix","Toy",0,1
"4425","Adoption",0,"morning","Saturday","Male",0,1,0,1,"Mix","Toy",0,0
"4426","Return_to_owner",1,"lateday","Tuesday","Male",0,2,1,1,"Mix","Toy",0,0
"4427","Adoption",1,"midday","Saturday","Male",0,1,0,1,"Mix","Toy",0,0
"4428","Transfer",0,"midday","Tuesday","Female",1,14,2,1,"Mix","Toy",0,1
"4429","Adoption",1,"lateday","Tuesday","Male",0,0,0,0,"Multiple","Toy",0,1
"4430","Adoption",1,"lateday","Monday","Male",0,1,0,0,"Multiple","Toy",0,1
"4431","Transfer",1,"lateday","Friday","Male",1,1,0,1,"Mix","Toy",0,0
"4432","Return_to_owner",1,"lateday","Tuesday","Female",0,1,0,1,"Mix","Toy",0,0
"4433","Transfer",1,"morning","Thursday","Male",1,11,2,1,"Mix","Toy",0,0
"4434","Adoption",1,"lateday","Wednesday","Male",0,0,0,0,"Multiple","Toy",0,1
"4435","Adoption",1,"midday","Friday","Female",0,0,0,1,"Mix","Toy",0,0
"4436","Adoption",1,"lateday","Sunday","Female",0,0,0,1,"Mix","Toy",0,1
"4437","Transfer",1,"midday","Saturday","Female",0,4,1,1,"Mix","Toy",0,1
"4438","Adoption",1,"lateday","Saturday","Male",0,2,1,1,"Mix","Toy",0,1
"4439","Adoption",0,"night","Thursday","Male",0,0,0,1,"Mix","Toy",0,1
"4440","Return_to_owner",1,"lateday","Saturday","Male",0,6,1,1,"Mix","Toy",0,1
"4441","Adoption",1,"lateday","Saturday","Male",0,4,1,0,"Multiple","Toy",0,1
"4442","Adoption",1,"midday","Thursday","Female",0,1,0,0,"Multiple","Toy",0,1
"4443","Transfer",1,"midday","Friday","Male",0,1,0,1,"Mix","Toy",0,1
"4444","Transfer",1,"night","Sunday","Male",0,0,0,1,"Mix","Toy",0,0
"4445","Adoption",1,"lateday","Monday","Male",0,1,0,0,"Multiple","Toy",0,0
"4446","Adoption",1,"lateday","Saturday","Female",0,0,0,1,"Mix","Toy",0,0
"4447","Euthanasia",1,"midday","Saturday","Female",1,10,2,1,"Mix","Toy",0,0
"4448","Adoption",1,"lateday","Friday","Female",0,8,2,1,"Mix","Toy",0,1
"4449","Return_to_owner",1,"midday","Thursday","Female",0,3,1,1,"Mix","Toy",0,0
"4450","Adoption",1,"midday","Sunday","Male",0,2,1,0,"Multiple","Toy",0,0
"4451","Transfer",1,"night","Wednesday","Male",0,1,0,1,"Mix","Toy",0,0
"4452","Adoption",1,"midday","Monday","Female",0,3,1,1,"Mix","Toy",0,1
"4453","Return_to_owner",1,"midday","Friday","Female",0,3,1,1,"Mix","Toy",0,0
"4454","Adoption",0,"lateday","Sunday","Male",0,5,1,1,"Mix","Toy",0,1
"4455","Transfer",0,"lateday","Thursday","Male",0,1,0,0,"Multiple","Toy",0,0
"4456","Transfer",0,"midday","Friday","Male",1,0,0,1,"Mix","Toy",0,0
"4457","Transfer",1,"midday","Tuesday","Male",1,1,0,1,"Mix","Toy",0,1
"4458","Return_to_owner",1,"midday","Friday","Female",0,5,1,1,"Mix","Toy",0,1
"4459","Return_to_owner",1,"lateday","Saturday","Female",0,4,1,1,"Mix","Toy",0,1
"4460","Adoption",1,"lateday","Wednesday","Male",0,2,1,1,"Mix","Toy",0,1
"4461","Transfer",1,"midday","Tuesday","Female",0,1,0,1,"Mix","Toy",0,1
"4462","Adoption",1,"lateday","Sunday","Female",0,0,0,0,"Multiple","Toy",0,0
"4463","Transfer",0,"lateday","Saturday","Female",0,0,0,0,"Multiple","Toy",0,0
"4464","Adoption",1,"midday","Sunday","Male",0,7,2,1,"Mix","Toy",0,0
"4465","Adoption",1,"lateday","Thursday","Male",0,1,0,0,"Multiple","Toy",0,1
"4466","Return_to_owner",1,"midday","Friday","Male",0,1,0,1,"Mix","Toy",0,1
"4467","Return_to_owner",1,"lateday","Wednesday","Male",0,4,1,1,"Mix","Toy",0,0
"4468","Return_to_owner",1,"midday","Monday","Male",0,10,2,1,"Mix","Toy",0,0
"4469","Return_to_owner",1,"midday","Wednesday","Male",0,6,1,1,"Mix","Toy",0,0
"4470","Adoption",1,"lateday","Tuesday","Male",0,2,1,1,"Mix","Toy",0,1
"4471","Return_to_owner",1,"midday","Sunday","Male",0,3,1,1,"Mix","Toy",0,0
"4472","Return_to_owner",1,"midday","Thursday","Male",0,8,2,1,"Mix","Toy",0,0
"4473","Adoption",1,"lateday","Sunday","Female",0,0,0,1,"Mix","Toy",0,1
"4474","Transfer",1,"midday","Sunday","Female",1,10,2,1,"Mix","Toy",0,1
"4475","Adoption",1,"lateday","Friday","Female",0,5,1,1,"Mix","Toy",0,1
"4476","Adoption",1,"lateday","Saturday","Male",0,3,1,1,"Mix","Toy",0,0
"4477","Transfer",0,"midday","Sunday","Male",1,0,0,1,"Mix","Toy",0,1
"4478","Adoption",1,"midday","Sunday","Male",0,0,0,1,"Mix","Toy",0,1
"4479","Return_to_owner",1,"lateday","Monday","Female",0,3,1,0,"Multiple","Toy",0,0
"4480","Adoption",1,"lateday","Saturday","Male",0,1,0,1,"Mix","Toy",0,0
"4481","Adoption",1,"lateday","Thursday","Male",0,4,1,1,"Mix","Toy",0,1
"4482","Transfer",0,"midday","Tuesday","Male",1,1,0,1,"Mix","Toy",0,0
"4483","Return_to_owner",1,"lateday","Friday","Female",0,3,1,1,"Mix","Toy",0,1
"4484","Return_to_owner",1,"midday","Saturday","Male",1,2,1,0,"Multiple","Toy",0,0
"4485","Euthanasia",0,"midday","Thursday","Male",1,1,0,1,"Mix","Toy",0,0
"4486","Adoption",1,"lateday","Thursday","Female",0,2,1,1,"Mix","Toy",0,1
"4487","Transfer",0,"midday","Saturday","Male",0,1,0,1,"Mix","Toy",0,0
"4488","Adoption",1,"lateday","Saturday","Male",0,0,0,1,"Mix","Toy",0,1
"4489","Adoption",0,"lateday","Sunday","Male",0,1,0,1,"Mix","Toy",0,1
"4490","Return_to_owner",1,"midday","Monday","Male",0,3,1,1,"Mix","Toy",0,1
"4491","Adoption",1,"midday","Sunday","Female",0,1,0,0,"Multiple","Toy",0,1
"4492","Adoption",1,"lateday","Friday","Female",0,3,1,1,"Mix","Toy",0,1
"4493","Transfer",0,"midday","Wednesday","Male",0,1,0,1,"Mix","Toy",0,0
"4494","Adoption",1,"midday","Tuesday","Male",0,2,1,1,"Mix","Toy",0,0
"4495","Adoption",1,"midday","Sunday","Female",0,4,1,1,"Mix","Toy",0,1
"4496","Adoption",1,"midday","Saturday","Male",0,13,2,1,"Mix","Toy",0,1
"4497","Return_to_owner",1,"lateday","Monday","Female",0,1,0,1,"Mix","Toy",0,1
"4498","Return_to_owner",1,"midday","Saturday","Female",0,16,2,1,"Mix","Toy",0,1
"4499","Transfer",0,"lateday","Saturday","Female",0,1,0,1,"Mix","Toy",0,1
"4500","Transfer",1,"lateday","Thursday","Male",0,1,0,1,"Mix","Toy",0,1
"4501","Return_to_owner",1,"lateday","Monday","Female",0,3,1,1,"Mix","Toy",0,0
"4502","Return_to_owner",1,"lateday","Sunday","Male",0,8,2,1,"Mix","Toy",0,1
"4503","Adoption",1,"morning","Thursday","Female",0,2,1,1,"Mix","Toy",0,1
"4504","Adoption",1,"midday","Sunday","Female",0,1,0,1,"Mix","Toy",0,1
"4505","Transfer",0,"morning","Wednesday","Male",0,0,0,1,"Mix","Toy",0,0
"4506","Adoption",1,"lateday","Sunday","Female",0,4,1,1,"Mix","Toy",0,1
"4507","Adoption",1,"lateday","Wednesday","Female",0,0,0,1,"Mix","Toy",0,0
"4508","Euthanasia",0,"midday","Tuesday","Female",1,5,1,1,"Mix","Toy",0,0
"4509","Return_to_owner",1,"lateday","Monday","Female",0,5,1,1,"Mix","Toy",0,1
"4510","Adoption",1,"lateday","Tuesday","Male",0,6,1,1,"Mix","Toy",0,1
"4511","Transfer",1,"midday","Monday","Female",1,2,1,1,"Mix","Toy",0,1
"4512","Transfer",1,"midday","Sunday","Male",1,0,0,1,"Mix","Toy",0,1
"4513","Transfer",1,"midday","Tuesday","Female",0,1,0,1,"Mix","Toy",0,1
"4514","Adoption",1,"midday","Sunday","Female",0,3,1,1,"Mix","Toy",0,1
"4515","Adoption",1,"midday","Thursday","Male",0,4,1,1,"Mix","Toy",0,1
"4516","Return_to_owner",1,"lateday","Friday","Male",0,1,0,1,"Mix","Toy",0,1
"4517","Adoption",1,"lateday","Sunday","Female",0,12,2,1,"Mix","Toy",0,0
"4518","Return_to_owner",1,"lateday","Monday","Female",0,9,2,1,"Mix","Toy",0,1
"4519","Transfer",1,"lateday","Sunday","Female",0,0,0,0,"Multiple","Toy",0,1
"4520","Adoption",0,"lateday","Tuesday","Male",0,1,0,0,"Multiple","Toy",0,0
"4521","Return_to_owner",1,"midday","Monday","Male",0,3,1,1,"Mix","Toy",0,0
