AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A679036,Turbo,5/20/14 17:00,Adoption,NA,Dog,Neutered Male,10 months,Chihuahua Shorthair/Dachshund,Brown Brindle/White
A678209,NA,6/8/14 12:20,Died,In Foster,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A665393,Maddie,11/1/13 14:21,Euthanasia,Aggressive,Cat,Spayed Female,4 years,Domestic Medium Hair Mix,Blue Tabby/White
A705119,NA,6/13/15 15:19,Transfer,Partner,Dog,Intact Male,2 days,German Shepherd Mix,Black/White
A684048,Daisy,7/27/14 17:42,Return_to_owner,NA,Dog,Spayed Female,1 year,Miniature Poodle Mix,Tan
A666514,Orson,11/25/13 16:57,Adoption,NA,Dog,Neutered Male,2 years,Chow Chow/Labrador Retriever,Brown
A710796,Missy,11/22/15 15:44,Adoption,NA,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Black/White
A667353,Zeus,11/17/13 12:06,Return_to_owner,NA,Dog,Intact Male,11 months,Staffordshire Mix,Blue/White
A690240,NA,10/16/14 18:30,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie
A683694,Dex,7/22/14 13:09,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A679339,Elly Mae,5/31/14 13:57,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby/White
A719981,Barb,2/9/16 16:31,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A694046,Cat Woman,12/27/14 17:20,Return_to_owner,NA,Dog,Spayed Female,1 year,Labrador Retriever,Black/White
A676937,NA,4/17/14 12:35,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico/White
A658199,Marley,10/18/13 9:52,Euthanasia,Aggressive,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown Brindle
A705054,NA,6/12/15 15:14,Euthanasia,Suffering,Cat,Unknown,1 year,Domestic Shorthair Mix,Blue/White
A669542,NA,12/23/13 19:11,Adoption,NA,Dog,Neutered Male,2 months,Cocker Spaniel Mix,Brown
A718180,Milo,1/5/16 0:00,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Brown
A702339,Ayo,10/10/15 11:08,Return_to_owner,NA,Dog,Intact Male,1 year,American Bulldog Mix,White/Brown
A715192,Paco,12/17/15 15:13,Transfer,Partner,Cat,Neutered Male,6 years,Domestic Medium Hair Mix,Black/White
A673992,Rebel,3/8/14 13:04,Return_to_owner,NA,Dog,Neutered Male,2 years,German Shepherd,Tan/Black
A702279,Lulu,5/17/15 13:33,Adoption,NA,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A682114,Cookie,7/26/14 15:47,Adoption,NA,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A689577,NA,10/6/14 17:05,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby
A672331,NA,2/10/14 14:32,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby
A686602,NA,8/26/14 9:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue
A699662,Lana,4/7/15 15:00,Adoption,NA,Dog,Spayed Female,10 months,Pit Bull Mix,Brown/White
A693037,Max,12/11/14 18:25,Return_to_owner,NA,Dog,Intact Male,4 years,Boxer Mix,Brown Brindle
A716286,NA,11/19/15 17:09,Transfer,Partner,Dog,Intact Female,5 months,Chihuahua Shorthair Mix,Tan
A683460,NA,7/21/14 18:09,Transfer,Partner,Dog,Intact Female,3 weeks,Labrador Retriever Mix,Black/White
A679069,Elsie,6/3/14 12:27,Transfer,Partner,Dog,Spayed Female,3 years,German Shepherd Mix,Brown/Black
A676287,NA,4/13/14 14:15,Transfer,Partner,Dog,Spayed Female,4 years,Jack Russell Terrier Mix,White
A710128,Garfield,9/21/15 18:26,Adoption,NA,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby
A701615,NA,5/7/15 12:51,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby
A701503,NA,5/26/15 17:43,Adoption,NA,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby/White
A711609,NA,9/9/15 15:17,Euthanasia,Suffering,Cat,Unknown,2 years,Domestic Shorthair Mix,White/Gray
A710732,Tilly,9/12/15 13:07,Adoption,NA,Dog,Spayed Female,10 years,Boxer/English Bulldog,Brown Brindle/White
A701156,Elizabeth,4/27/15 17:18,Transfer,Partner,Dog,Intact Female,2 years,Tibetan Spaniel Mix,Red
A672483,Bones,8/26/14 15:05,Adoption,NA,Dog,Neutered Male,1 year,Pit Bull Mix,Tan/White
A646917,Rocco,10/14/13 11:57,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White
A697613,NA,2/28/15 10:42,Euthanasia,Suffering,Cat,Intact Female,8 years,Domestic Longhair Mix,Tortie
A717573,Gizmo,12/16/15 16:47,Adoption,NA,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Yellow Brindle
A714551,Squish,1/19/16 17:21,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A687173,Sparky,9/5/14 12:37,Transfer,Partner,Dog,Intact Female,2 years,Australian Shepherd Mix,Brown Merle
A679005,NA,5/25/14 17:34,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Longhair Mix,Orange Tabby
A696967,NA,2/22/15 17:52,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby/White
A706845,Big Red,8/30/15 11:22,Adoption,Foster,Dog,Neutered Male,1 month,Chihuahua Shorthair Mix,Sable/Black
A676132,Blizzard,4/15/14 16:00,Transfer,Partner,Dog,Neutered Male,5 months,Labrador Retriever/Chow Chow,Black
A690247,NA,10/16/14 18:32,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A685214,Truffles,8/20/15 19:04,Adoption,NA,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Calico
A683788,NA,7/17/14 9:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Medium Hair Mix,Gray Tabby
A699501,Dexter,4/1/15 18:01,Adoption,NA,Dog,Intact Male,2 years,Standard Poodle,Black
A694148,Wes,12/22/14 18:05,Return_to_owner,NA,Dog,Neutered Male,3 years,Border Collie,Black/White
A712228,Saffron,11/25/15 7:47,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A699084,Ella,3/24/15 12:59,Return_to_owner,NA,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black/White
A683462,NA,7/21/14 18:09,Transfer,Partner,Dog,Intact Female,3 weeks,Labrador Retriever Mix,White
A678300,NA,5/7/14 12:43,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby/White
A682291,Dimond,6/28/14 14:20,Return_to_owner,NA,Dog,Intact Female,8 years,Rottweiler Mix,Black/Tan
A694514,NA,1/3/15 11:20,Adoption,NA,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Black
A682173,NA,6/27/14 16:53,Return_to_owner,NA,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue
A676432,Tiny,4/12/14 18:43,Return_to_owner,NA,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black
A715198,NA,11/7/15 13:26,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby
A716618,Killer,11/27/15 17:36,Return_to_owner,NA,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tan
A708784,Harriet,8/22/15 16:17,Adoption,NA,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A693933,Simba,12/23/14 14:48,Transfer,Partner,Cat,Neutered Male,5 years,Domestic Medium Hair Mix,Blue Tabby/White
A702022,NA,5/12/15 17:26,Adoption,NA,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Cream Tabby/White
A681063,Ellie,6/12/14 12:26,Return_to_owner,NA,Dog,Spayed Female,12 years,Toy Poodle Mix,White/Black
A662261,Kim,12/24/13 12:55,Transfer,Partner,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Black/White
A676290,Beatrice,4/28/14 12:18,Return_to_owner,NA,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/Tan
A697978,Mira,3/8/15 17:16,Adoption,NA,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black/White
A687513,NA,9/7/14 18:38,Adoption,NA,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby
A589273,Salem,11/12/14 14:18,Return_to_owner,NA,Dog,Spayed Female,6 years,Pit Bull Mix,White/Brown Brindle
A664471,Bosco,3/2/15 16:52,Adoption,NA,Dog,Neutered Male,2 years,American Bulldog Mix,White/Black
A713127,Coco,10/3/15 18:52,Return_to_owner,NA,Dog,Spayed Female,3 years,Boxer Mix,White/Brown Brindle
A712241,Charlotte,11/14/15 13:09,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Cream Tabby
A698473,Oreo,3/14/15 12:50,Euthanasia,Suffering,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/White
A674830,Mundo,3/19/14 12:01,Return_to_owner,NA,Dog,Neutered Male,12 years,Jack Russell Terrier Mix,Tricolor
A710793,NA,8/28/15 9:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,White
A688125,Olive,11/22/14 17:11,Adoption,NA,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A674846,Leelou,3/20/14 17:59,Return_to_owner,NA,Dog,Spayed Female,3 years,Boston Terrier Mix,Black/White
A606330,Sunny,8/9/15 18:58,Adoption,NA,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Brown Tabby/White
A687078,Remington,8/31/14 11:22,Return_to_owner,NA,Dog,Intact Male,7 months,Pit Bull Mix,Black/White
A704504,Oogie,6/8/15 12:50,Transfer,Partner,Dog,Neutered Male,8 years,Italian Greyhound,Black/White
A669000,Pop-Tart,2/16/14 19:22,Adoption,Offsite,Dog,Spayed Female,2 years,Pit Bull/Boxer,Black/White
A704211,Sage,10/19/15 16:48,Adoption,NA,Dog,Spayed Female,3 years,German Shepherd/Labrador Retriever,Buff
A693190,Jackson,12/8/14 17:40,Adoption,NA,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A711327,Sprinkles,9/9/15 17:01,Adoption,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A689134,NA,10/5/14 17:38,Adoption,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A679976,Mr. Pibb,6/29/14 16:55,Adoption,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White
A708217,Missy,8/22/15 11:32,Transfer,Partner,Dog,Intact Female,7 years,Chihuahua Shorthair Mix,Brown
A676227,NA,4/7/14 11:00,Euthanasia,Suffering,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Cream Tabby
A675277,Stella,3/30/14 16:30,Adoption,NA,Dog,Intact Female,5 months,Pit Bull Mix,Blue/White
A708637,NA,7/30/15 9:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Torbie
A707182,Marty,7/20/15 13:37,Adoption,NA,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Brown Tabby/White
A678256,Chuy,5/23/14 16:26,Adoption,NA,Dog,Neutered Male,11 months,Manchester Terrier/Toy Fox Terrier,Black/White
A618757,Penelope,4/2/14 14:22,Return_to_owner,NA,Dog,Spayed Female,5 years,Boxer/Staffordshire,Tan/White
A672182,Midnight,2/6/14 17:57,Adoption,NA,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White
A705587,NA,6/19/15 18:04,Transfer,Partner,Dog,Intact Male,4 months,German Shepherd Mix,Sable
A687123,Pickle,11/25/14 14:12,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby/White
A714646,Skylar,1/11/16 16:14,Adoption,NA,Cat,Neutered Male,1 year,Siamese Mix,Lynx Point
A684012,Lucca,7/26/14 16:10,Return_to_owner,NA,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Gold
A704955,Austin,7/3/15 18:46,Adoption,NA,Dog,Neutered Male,4 years,Jack Russell Terrier Mix,White/Black
A695996,Butters,2/1/15 17:39,Adoption,NA,Dog,Neutered Male,2 years,Chihuahua Longhair,Brown
A704868,NA,6/9/15 17:47,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black/White
A695675,Louie,1/29/15 13:44,Adoption,NA,Dog,Neutered Male,5 months,Dachshund/Chihuahua Shorthair,Chocolate/Tan
A597828,Miss Sugar,10/7/15 18:59,Return_to_owner,NA,Dog,Spayed Female,5 years,Pit Bull Mix,White/Blue
A701000,Gabriella,6/1/15 16:45,Transfer,Partner,Dog,Spayed Female,10 years,Rottweiler Mix,Black/Tan
A686701,NA,8/26/14 9:00,Transfer,SCRP,Cat,Intact Female,5 months,Domestic Shorthair Mix,White/Black
A705912,Delisa,6/29/15 18:45,Adoption,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A615647,Vegas,6/8/14 15:06,Return_to_owner,NA,Dog,Spayed Female,4 years,Australian Cattle Dog Mix,Blue Tick/Black
A677537,NA,4/26/14 12:02,Transfer,Partner,Cat,Intact Female,2 weeks,Siamese Mix,Lynx Point
A178569,Boti,3/23/14 15:57,Return_to_owner,NA,Dog,Neutered Male,15 years,Shetland Sheepdog Mix,White/Black
A701738,NA,5/4/15 13:46,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A710631,Chip,8/26/15 13:01,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,White/Tan
A689253,Spider Man,10/4/14 14:07,Adoption,NA,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Black
A666214,NA,10/30/13 14:34,Transfer,SCRP,Cat,Intact Male,3 months,Siamese Mix,Lynx Point
A713354,NA,10/10/15 17:15,Adoption,NA,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
A709281,Erika,8/22/15 12:37,Adoption,NA,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A704225,Ramona,9/21/15 15:53,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Longhair Mix,Black
A703603,NA,6/3/15 12:03,Transfer,Partner,Dog,Neutered Male,5 months,Pekingese Mix,Brown/Black
A684661,Valentino,9/23/14 8:26,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Blue Tabby/White
A647359,Brandy,12/2/13 14:21,Adoption,NA,Dog,Spayed Female,11 months,German Shepherd Mix,Brown
A686172,NA,8/20/14 14:06,Transfer,Partner,Dog,Intact Female,3 weeks,Australian Kelpie Mix,Black/White
A653434,Sprite,1/8/14 15:02,Return_to_owner,NA,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black
A700253,Jesse,5/3/15 18:16,Adoption,NA,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Brown Brindle
A716044,Renee,11/27/15 16:54,Adoption,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Brown Tabby
A664119,Skipper,1/10/14 17:04,Adoption,Foster,Dog,Spayed Female,4 months,Australian Cattle Dog Mix,Blue Tick/White
A695104,Charlie,1/19/15 16:22,Adoption,NA,Dog,Neutered Male,8 months,Chihuahua Shorthair/Italian Greyhound,Black/Tan
A664795,Zilla,10/13/13 13:24,Adoption,NA,Dog,Neutered Male,11 months,Yorkshire Terrier/Miniature Schnauzer,Gray/Tan
A704522,NA,6/11/15 8:21,Died,In Kennel,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Cream
A681095,Bear,3/21/15 18:15,Adoption,NA,Dog,Neutered Male,2 years,Australian Shepherd/Border Collie,Brown/White
A686454,Louie,8/26/14 11:59,Adoption,NA,Dog,Neutered Male,11 months,Chihuahua Shorthair Mix,Tan
A708411,Bravi,2/15/16 11:48,Return_to_owner,NA,Dog,Neutered Male,2 years,Carolina Dog Mix,Red/White
A686595,Petunia,9/7/14 13:37,Adoption,NA,Dog,Spayed Female,2 years,Labrador Retriever Mix,Tan/White
A702005,NA,5/7/15 17:27,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby
A678095,Teagan,5/7/14 18:17,Adoption,NA,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby
A716008,Kanene,12/6/15 15:14,Adoption,NA,Cat,Spayed Female,6 months,Domestic Shorthair Mix,White/Brown Tabby
A718399,Charlie,12/30/15 16:59,Return_to_owner,NA,Dog,Neutered Male,2 years,American Pit Bull Terrier/Labrador Retriever,Chocolate/White
A706129,NA,6/25/15 17:37,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Black/White
A712407,Ginger,10/17/15 18:27,Adoption,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A696205,Roo,2/12/15 15:48,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black
A702142,Sassy,5/19/15 15:17,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie
A665472,Samson,10/22/13 18:11,Adoption,NA,Cat,Intact Male,2 months,Domestic Longhair Mix,Black Smoke
A685563,Captain,8/12/14 17:56,Adoption,NA,Dog,Neutered Male,2 months,Catahoula/Pointer,Brown Merle
A694251,NA,1/3/15 15:22,Euthanasia,Behavior,Dog,Intact Female,2 years,Pit Bull Mix,White/Black
A665191,Ginger,12/21/13 16:40,Adoption,NA,Dog,Spayed Female,8 months,Labrador Retriever,Black
A647338,Pinocchio,10/1/15 12:33,Transfer,Partner,Dog,Neutered Male,3 years,Pit Bull Mix,White/Red
A695966,NA,2/25/15 17:57,Adoption,Foster,Dog,Spayed Female,1 month,Dachshund Mix,Tricolor
A560007,Alfie,6/1/14 18:50,Return_to_owner,NA,Dog,Neutered Male,6 years,Miniature Schnauzer,Gray
A717286,Bella Boo,12/7/15 16:29,Return_to_owner,NA,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue Tabby
A694932,Tom,1/13/15 19:01,Adoption,NA,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Black
A715119,Lucy,11/5/15 11:36,Return_to_owner,NA,Dog,Spayed Female,4 months,Airedale Terrier Mix,Brown/Black
A658510,Katrina,12/20/13 18:31,Adoption,NA,Dog,Spayed Female,3 years,Great Pyrenees/German Shepherd,White/Cream
A720377,Whiskey,2/18/16 11:39,Return_to_owner,NA,Dog,Neutered Male,1 year,Labrador Retriever Mix,Tan/White
A689929,Wilson,2/18/15 11:29,Transfer,Partner,Dog,Neutered Male,3 years,Shih Tzu/Australian Shepherd,Red Merle
A715865,Polly,11/21/15 13:03,Adoption,NA,Dog,Spayed Female,3 years,Chihuahua Shorthair/Dachshund,Black/White
A677844,Astro,7/13/14 11:37,Euthanasia,Suffering,Dog,Neutered Male,2 years,Dachshund/Chihuahua Shorthair,Red/White
A689176,Niko,10/5/14 18:03,Adoption,NA,Dog,Neutered Male,5 months,Labrador Retriever Mix,Black
A566795,Lucky,7/18/14 16:24,Return_to_owner,NA,Dog,Spayed Female,6 years,Pit Bull Mix,Brown Brindle/White
A694919,NA,1/6/15 17:50,Euthanasia,Suffering,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,Tan
A712736,Rocky,9/28/15 13:11,Return_to_owner,NA,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black/White
A694579,Mox,1/4/15 12:13,Return_to_owner,NA,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A700502,Marley,4/21/15 17:40,Return_to_owner,NA,Dog,Intact Male,1 year,Dachshund/Labrador Retriever,Brown
A267174,Jackie,3/19/14 11:39,Return_to_owner,NA,Dog,Neutered Male,12 years,Jack Russell Terrier Mix,White/Brown
A694861,Butterscotch,1/9/15 12:27,Transfer,Partner,Dog,Intact Male,5 years,Shih Tzu Mix,White/Brown
A713015,Cersei,10/11/15 11:56,Transfer,Partner,Cat,Intact Female,1 month,Siamese Mix,Seal Point
A679037,Haddie,6/1/14 11:12,Adoption,NA,Dog,Spayed Female,2 years,Chihuahua Shorthair/Dachshund,Tricolor
A678054,Buster,5/26/14 11:54,Adoption,NA,Dog,Neutered Male,1 year,Staffordshire Mix,White/Tan
A704030,Tom Collins,7/1/15 17:40,Adoption,NA,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White
A669124,NA,12/20/13 11:34,Transfer,Partner,Dog,Spayed Female,8 years,Miniature Poodle Mix,Brown
A682512,Luke,7/13/14 15:18,Adoption,NA,Dog,Neutered Male,8 months,Pointer Mix,White/Brown Brindle
A685317,NA,8/5/14 16:21,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black
A711901,Hope,9/17/15 15:21,Return_to_owner,NA,Dog,Spayed Female,5 years,Australian Shepherd Mix,White/Brown
A712380,Rob,10/9/15 15:52,Adoption,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A668925,Sascha,1/3/14 17:16,Adoption,NA,Dog,Spayed Female,2 years,German Shepherd Mix,Sable/Black
A670840,Dante,1/16/14 11:27,Return_to_owner,NA,Dog,Spayed Female,5 years,Labrador Retriever Mix,Tan
A688693,Duchess,9/22/14 14:30,Return_to_owner,NA,Dog,Spayed Female,1 year,Labrador Retriever,Tan/Buff
A667600,Junebug,1/10/14 14:14,Adoption,NA,Dog,Spayed Female,7 months,Australian Kelpie Mix,Black
A662200,Jackson,11/2/13 18:49,Adoption,Foster,Dog,Neutered Male,5 months,Basset Hound Mix,Blue Merle/Brown
A693252,Bruce,12/15/14 19:04,Return_to_owner,NA,Cat,Unknown,3 years,Domestic Shorthair Mix,Brown Tabby
A680259,Ella,8/5/14 16:17,Transfer,Partner,Cat,Spayed Female,12 years,Domestic Medium Hair Mix,Tortie
A709083,Smokie,8/14/15 17:21,Adoption,NA,Cat,Neutered Male,5 months,Domestic Shorthair,Black Smoke
A701584,Sally,6/3/15 11:50,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A671433,Felicity,3/8/14 17:42,Adoption,Foster,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Tricolor
A685397,NA,8/20/14 10:41,Adoption,Foster,Dog,Neutered Male,1 month,Beagle Mix,Tricolor
A674880,Lola,3/23/14 18:20,Adoption,NA,Dog,Spayed Female,3 months,Miniature Poodle/Miniature Schnauzer,Chocolate
A717623,Tawanee,12/20/15 17:57,Adoption,NA,Dog,Spayed Female,2 years,Labrador Retriever Mix,Yellow
A703350,Luke,5/27/15 12:58,Adoption,NA,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A694348,Olivia,12/28/14 18:01,Adoption,NA,Cat,Spayed Female,11 months,Domestic Shorthair Mix,Torbie/White
A681782,E.J Legend,6/26/14 13:26,Adoption,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Silver Tabby/White
A710390,Bilbo,8/30/15 12:57,Adoption,NA,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black Smoke
A690820,Honey,11/4/14 14:55,Euthanasia,Aggressive,Dog,Spayed Female,5 years,Pit Bull Mix,Red
A618639,Daisy,7/24/14 18:10,Adoption,NA,Dog,Spayed Female,2 years,Miniature Poodle Mix,White/Apricot
A708648,Wendell,8/10/15 18:35,Return_to_owner,NA,Dog,Intact Male,8 years,Labrador Retriever Mix,Black
A665874,Trip,1/13/14 12:40,Return_to_owner,NA,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White
A716646,NA,11/28/15 0:00,Adoption,NA,Dog,Neutered Male,5 months,Carolina Dog Mix,Sable
A683795,NA,7/15/14 16:38,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A603830,Trooper,12/24/13 15:54,Adoption,NA,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black/White
A705421,Aladin,7/29/15 18:06,Adoption,NA,Dog,Neutered Male,5 months,German Shepherd/Labrador Retriever,Tricolor
A684280,NA,7/25/14 16:50,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Black/White
A715870,NA,11/17/15 16:45,Adoption,NA,Dog,Neutered Male,2 months,Labrador Retriever Mix,White/Tan
A648744,Claire,10/1/13 12:27,Return_to_owner,NA,Dog,Spayed Female,1 year,Anatol Shepherd Mix,White/Tricolor
A691206,NA,11/5/14 18:22,Adoption,NA,Dog,Neutered Male,10 months,Dachshund Longhair,Tan/White
A666941,Pearl,4/25/14 15:55,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,White
A690116,NA,10/19/14 18:36,Adoption,NA,Dog,Spayed Female,2 months,Queensland Heeler Mix,Red Tick
A670535,Sid,1/12/14 15:15,Return_to_owner,NA,Dog,Intact Male,1 year,Labrador Retriever Mix,Black
A689395,Oso,10/13/14 18:35,Return_to_owner,NA,Dog,Neutered Male,2 years,Labrador Retriever,Black
A665471,Ernie,12/14/13 8:27,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Blue
A713367,NA,11/13/15 11:54,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Gray
A593537,Chacha,12/1/15 14:49,Return_to_owner,NA,Dog,Spayed Female,6 years,Labrador Retriever Mix,Black
A695940,Max,5/9/15 18:15,Return_to_owner,NA,Dog,Neutered Male,1 year,German Shepherd Mix,Sable
A665943,Twin,11/6/13 15:19,Return_to_owner,NA,Cat,Neutered Male,3 years,Siamese Mix,Lynx Point
